attack,level,dt_level,mal_nodes,method,seed,polluted_acc,polluted_f1,clean_acc,clean_f1,w_mal
label_flip,L1,D0,0,weighted_nogate,4,0.8014448881149292,0.7632774305431947,0.8023516535758972,0.7617881174788532,0.0
label_flip,L1,D0,3,weighted_full,0,0.68235844373703,0.6360930378526383,0.8118701577186584,0.7710675700416298,0.07879192120732323
label_flip,L1,D0,3,weighted_full,1,0.6968072652816772,0.6361515610484594,0.779675304889679,0.7215800385486282,0.04447490552173577
label_flip,L1,D0,3,weighted_full,2,0.7070612907409668,0.6656587684259714,0.8017917275428772,0.7608465488377758,0.0006557806739026408
label_flip,L1,D0,3,weighted_full,3,0.7054299712181091,0.6549686382773657,0.7968458533287048,0.7504881601368537,0.03786755398518841
label_flip,L1,D0,3,weighted_full,4,0.7047308087348938,0.6600267829026094,0.7997387647628784,0.7574155932267164,0.05531854664510097
label_flip,L1,D0,3,weighted_r4only,0,0.675134003162384,0.6213661837525015,0.8042179942131042,0.7577327001939804,0.1324089808299686
label_flip,L1,D0,3,weighted_r4only,1,0.68492192029953,0.6207583796935163,0.7663307189941406,0.703465928743904,0.0641651848570871
label_flip,L1,D0,3,weighted_r4only,2,0.7003029584884644,0.6532279025101557,0.7947928309440613,0.7491989917286468,0.03194968119401556
label_flip,L1,D0,3,weighted_r4only,3,0.699370801448822,0.6389803566970312,0.7869541049003601,0.7298437485898515,0.06681817835624589
label_flip,L1,D0,3,weighted_r4only,4,0.7014681696891785,0.649520578117643,0.7979657053947449,0.7494624030157304,0.1011897743498015
label_flip,L1,D0,3,weighted_r2only,0,0.5921696424484253,0.37192622950796306,0.6498693823814392,0.3941457806470267,0.2991118241623355
label_flip,L1,D0,3,weighted_r2only,1,0.39384758472442627,0.282561444574283,0.35022398829460144,0.2593821273064635,0.30067551714496565
label_flip,L1,D0,3,weighted_r2only,2,0.5343742966651917,0.5343699979661192,0.5476857423782349,0.5470063076942958,0.2999722244991323
label_flip,L1,D0,3,weighted_r2only,3,0.6014915108680725,0.37558207217671524,0.649776041507721,0.3938571186150674,0.29927455969338507
label_flip,L1,D0,3,weighted_r2only,4,0.39897459745407104,0.2851907379641472,0.35022398829460144,0.2593821273064635,0.30067041921435744
label_flip,L1,D0,3,weighted_nogate,0,0.68235844373703,0.6358153183230713,0.8113102316856384,0.7702539649453042,0.08178896527286167
label_flip,L1,D0,3,weighted_nogate,1,0.6951759457588196,0.6310433232356836,0.7791153788566589,0.7187361996945609,0.049997371263798815
label_flip,L1,D0,3,weighted_nogate,2,0.7063621282577515,0.664420057558791,0.8021650314331055,0.761074053631518,0.0010325785159850554
label_flip,L1,D0,3,weighted_nogate,3,0.7049638628959656,0.6536974847766135,0.7975924015045166,0.7508126248377539,0.04226118016502454
label_flip,L1,D0,3,weighted_nogate,4,0.7037986516952515,0.6581520925989133,0.7987122535705566,0.7555935424083365,0.07798460504008094
label_flip,L1,D0,5,weighted_full,0,0.6238638758659363,0.5749987604053731,0.805804431438446,0.7613021396629003,0.05433963160642412
label_flip,L1,D0,5,weighted_full,1,0.6306222081184387,0.5659805192542222,0.76241135597229,0.6984921144496805,0.10571244482078378
label_flip,L1,D0,5,weighted_full,2,0.6406431794166565,0.5941027902260805,0.7941396236419678,0.7486691834584633,0.05690027269146417
label_flip,L1,D0,5,weighted_full,3,0.6471685171127319,0.588434745809497,0.7877939939498901,0.7321565368782823,0.05359246171307832
label_flip,L1,D0,5,weighted_full,4,0.6439058780670166,0.5914940469688396,0.7994588017463684,0.7505494481325627,0.06531234656766793
label_flip,L1,D0,5,weighted_r4only,0,0.5935679078102112,0.5033327492920942,0.7463605999946594,0.6555597986633571,0.20189522794696815
label_flip,L1,D0,5,weighted_r4only,1,0.4190165400505066,0.30500017638967275,0.3451847732067108,0.26088557390887457,0.24477844339513222
label_flip,L1,D0,5,weighted_r4only,2,0.620601236820221,0.5470635223204204,0.757838785648346,0.6824619322563426,0.21032681520966479
label_flip,L1,D0,5,weighted_r4only,3,0.5919365882873535,0.44534142118316394,0.696155309677124,0.5384441502445626,0.20064170009160348
label_flip,L1,D0,5,weighted_r4only,4,0.5429969429969788,0.5427867971775728,0.5594438314437866,0.5577200333657637,0.2898172255477148
label_flip,L1,D0,5,weighted_r2only,0,0.5623397827148438,0.35993436754153557,0.649776041507721,0.3938571186150674,0.49899991210991834
label_flip,L1,D0,5,weighted_r2only,1,0.42088091373443604,0.29621125143492344,0.35022398829460144,0.2593821273064635,0.5008315294238491
label_flip,L1,D0,5,weighted_r2only,2,0.4325332045555115,0.30193590369264744,0.35022398829460144,0.2593821273064635,0.500968458333095
label_flip,L1,D0,5,weighted_r2only,3,0.5746912360191345,0.3649548616247496,0.649776041507721,0.3938571186150674,0.4991479603579402
label_flip,L1,D0,5,weighted_r2only,4,0.42927056550979614,0.300342409913372,0.35022398829460144,0.2593821273064635,0.5009302434010012
label_flip,L1,D0,5,weighted_nogate,0,0.6219995617866516,0.5708820098495161,0.803658127784729,0.7573829560951075,0.07885610552074339
label_flip,L1,D0,5,weighted_nogate,1,0.6199021339416504,0.5812284570638315,0.7444942593574524,0.70196551315534,0.05336903364165423
