FPR,TPR
0.0,0.0
0.0,0.0008976660682226212
0.0,0.1490125673249551
0.0,0.15080789946140036
0.0,0.26481149012567323
0.0,0.2666068222621185
0.0,0.3141831238779174
0.0,0.31597845601436264
0.0,0.34111310592459604
0.0,0.34290843806104127
0.0,0.6786355475763016
0.0,0.6804308797127468
0.0,0.8213644524236984
0.0009861932938856016,0.8213644524236984
0.0009861932938856016,0.8689407540394973
0.0019723865877712033,0.8689407540394973
0.0019723865877712033,0.881508078994614
0.0029585798816568047,0.881508078994614
0.0029585798816568047,0.9039497307001796
0.0039447731755424065,0.9039497307001796
0.0039447731755424065,0.9102333931777379
0.004930966469428008,0.9102333931777379
0.004930966469428008,0.9183123877917415
0.005917159763313609,0.9183123877917415
0.005917159763313609,0.9192100538599641
0.006903353057199211,0.9192100538599641
0.006903353057199211,0.9201077199281867
0.008875739644970414,0.9201077199281867
0.008875739644970414,0.9210053859964094
0.009861932938856016,0.9210053859964094
0.009861932938856016,0.9228007181328546
0.010848126232741617,0.9228007181328546
0.010848126232741617,0.9254937163375224
0.011834319526627219,0.9254937163375224
0.011834319526627219,0.9281867145421903
0.014792899408284023,0.9281867145421903
0.014792899408284023,0.9317773788150808
0.015779092702169626,0.9317773788150808
0.015779092702169626,0.9326750448833034
0.016765285996055226,0.9326750448833034
0.016765285996055226,0.933572710951526
0.020710059171597635,0.933572710951526
0.020710059171597635,0.9344703770197487
0.02465483234714004,0.9344703770197487
0.02465483234714004,0.9380610412926391
0.02564102564102564,0.9380610412926391
0.02564102564102564,0.9398563734290843
0.02564102564102564,0.9425493716337523
0.026627218934911243,0.9425493716337523
0.026627218934911243,0.947935368043088
0.027613412228796843,0.947935368043088
0.028599605522682446,0.9506283662477558
0.028599605522682446,0.952423698384201
0.029585798816568046,0.952423698384201
0.029585798816568046,0.9569120287253142
0.03155818540433925,0.9569120287253142
0.03155818540433925,0.9578096947935368
0.03254437869822485,0.9578096947935368
0.03254437869822485,0.9614003590664273
0.03353057199211045,0.9614003590664273
0.03353057199211045,0.9622980251346499
0.03451676528599606,0.9622980251346499
0.03451676528599606,0.9631956912028725
0.03550295857988166,0.9631956912028725
0.03550295857988166,0.9649910233393177
0.03648915187376726,0.9649910233393177
0.03648915187376726,0.9658886894075404
0.03747534516765286,0.9658886894075404
0.03747534516765286,0.9685816876122083
0.038461538461538464,0.9685816876122083
0.04043392504930966,0.9685816876122083
0.04142011834319527,0.9685816876122083
0.04142011834319527,0.9694793536804309
0.04240631163708087,0.9694793536804309
0.04240631163708087,0.9703770197486535
0.04437869822485207,0.9703770197486535
0.04437869822485207,0.9712746858168761
0.046351084812623275,0.9712746858168761
0.046351084812623275,0.9721723518850988
0.04930966469428008,0.9721723518850988
0.04930966469428008,0.9730700179533214
0.05029585798816568,0.9730700179533214
0.05029585798816568,0.973967684021544
0.05128205128205128,0.973967684021544
0.05128205128205128,0.9757630161579892
0.054240631163708086,0.9757630161579892
0.054240631163708086,0.9766606822262118
0.055226824457593686,0.9766606822262118
0.055226824457593686,0.9775583482944344
0.05621301775147929,0.9775583482944344
0.05621301775147929,0.9820466786355476
0.05818540433925049,0.9820466786355476
0.05818540433925049,0.9829443447037702
0.05917159763313609,0.9829443447037702
0.05917159763313609,0.9874326750448833
0.0611439842209073,0.9874326750448833
0.0611439842209073,0.9883303411131059
0.0631163708086785,0.9883303411131059
0.0631163708086785,0.9892280071813285
0.07396449704142012,0.9892280071813285
0.07396449704142012,0.9901256732495511
0.07495069033530571,0.9901256732495511
0.07495069033530571,0.9910233393177738
0.07692307692307693,0.9910233393177738
0.07988165680473373,0.9919210053859964
0.07988165680473373,0.992818671454219
0.09270216962524655,0.992818671454219
0.09270216962524655,0.9937163375224417
0.10453648915187377,0.9937163375224417
0.10453648915187377,0.9946140035906643
0.11932938856015779,0.9946140035906643
0.12130177514792899,0.9946140035906643
0.1282051282051282,0.9946140035906643
0.1282051282051282,0.9955116696588869
0.17061143984220908,0.9955116696588869
0.17061143984220908,0.9964093357271095
0.17159763313609466,0.9964093357271095
0.17159763313609466,0.9973070017953322
0.22287968441814596,0.9973070017953322
0.22485207100591717,0.9973070017953322
0.35009861932938857,0.9973070017953322
0.35009861932938857,0.9982046678635548
0.3530571992110454,0.9982046678635548
0.3530571992110454,0.9991023339317774
0.3757396449704142,0.9991023339317774
0.3777120315581854,0.9991023339317774
0.40828402366863903,0.9991023339317774
0.41025641025641024,0.9991023339317774
0.4240631163708087,0.9991023339317774
0.4260355029585799,0.9991023339317774
0.4339250493096647,0.9991023339317774
0.4358974358974359,0.9991023339317774
0.4418145956607495,0.9991023339317774
0.4418145956607495,1.0
0.48422090729783035,1.0
0.48619329388560156,1.0
0.5009861932938856,1.0
0.5029585798816568,1.0
0.5157790927021696,1.0
0.5177514792899408,1.0
0.5433925049309665,1.0
0.5453648915187377,1.0
0.5512820512820513,1.0
0.5532544378698225,1.0
0.591715976331361,1.0
