1,0.99,0.5414,1
2,0.99,0.5088,1
3,0.1,0.411,1
3,0.1,0.4085,2
2,0.99,0.7544,2
1,0.99,0.782,2
3,0.1,0.6015,3
1,0.99,0.8145,3
2,0.99,0.7895,3
3,0.1,0.411,4
1,0.99,0.8722,4
2,0.99,0.8421,4
3,0.1,0.6015,5
1,0.99,0.9148,5
2,0.99,0.8772,5
3,0.1,0.589,6
2,0.99,0.9173,6
1,0.99,0.9499,6
3,0.1,0.589,7
1,0.99,0.9624,7
2,0.99,0.9398,7
3,0.1,0.3509,8
2,0.99,0.9449,8
1,0.99,0.9624,8
3,0.1,0.411,9
1,0.99,0.9724,9
2,0.99,0.9624,9
3,0.1,0.406,10
1,0.99,0.9774,10
2,0.99,0.9774,10
1,0.06321380332758204,0.5414,1
2,0.062452512435229514,0.5088,1
3,0.06013276358326151,0.411,1
3,0.06007281525087346,0.4085,2
1,0.1845236674423242,0.782,2
2,0.18291692553736938,0.7544,2
3,0.06459994075598395,0.6015,3
1,0.3465337985716397,0.8145,3
2,0.34386198040287375,0.7895,3
3,0.06013276358326151,0.411,4
1,0.3526016329722603,0.8722,4
2,0.34945365792745764,0.8421,4
3,0.06459994075598395,0.6015,5
2,0.3531208282368984,0.8772,5
1,0.3569906930659938,0.9148,5
3,0.06431356663791896,0.589,6
1,0.36054753338519235,0.9499,6
2,0.3572458214093094,0.9173,6
3,0.06431356663791896,0.589,7
2,0.3595296282890663,0.9398,7
1,0.3618010338505619,0.9624,7
3,0.0586835809545772,0.3509,8
1,0.3618010338505619,0.9624,8
2,0.36004418556661094,0.9449,8
3,0.06013276358326151,0.411,9
1,0.36279880507532497,0.9724,9
2,0.3618010338505619,0.9624,9
3,0.06001283671847233,0.406,10
2,0.36329600749683255,0.9774,10
1,0.36329600749683255,0.9774,10
1,0.06321380332758204,0.5414,1
2,0.062452512435229514,0.5088,1
3,0.06013276358326151,0.411,1
3,0.06007281525087346,0.4085,2
1,0.2524061311039115,0.782,2
2,0.25020830188485516,0.7544,2
3,0.06454274886756878,0.599,3
2,0.6877239608057475,0.7895,3
1,0.6941301936794043,0.8195,3
3,0.06013276358326151,0.411,4
1,0.7067600498658578,0.8797,4
2,0.6989073158549153,0.8421,4
3,0.06459994075598395,0.6015,5
1,0.7150013525698427,0.9198,5
2,0.7062416564737968,0.8772,5
3,0.06431356663791896,0.589,6
1,0.7210950667703847,0.9499,6
2,0.7144916428186188,0.9173,6
3,0.06431356663791896,0.589,7
1,0.7231017830116617,0.9599,7
2,0.7185539475044707,0.9373,7
3,0.05862295293890209,0.3484,8
2,0.7205919965379094,0.9474,8
1,0.7246009594254244,0.9674,8
3,0.06013276358326151,0.411,9
1,0.7255976101506499,0.9724,9
2,0.7241017933799118,0.9649,9
3,0.06001283671847233,0.406,10
1,0.7270883737046965,0.9799,10
2,0.7270883737046965,0.9799,10
1,0.06321380332758204,0.5414,1
2,0.062452512435229514,0.5088,1
3,0.06013276358326151,0.411,1
3,0.06007281525087346,0.4085,2
1,0.2512064470817606,0.7669,2
2,0.2494065397179779,0.7444,2
3,0.06448551537768676,0.5965,3
2,0.6877239608057475,0.7895,3
1,0.6930675971432794,0.8145,3
3,0.06013276358326151,0.411,4
2,0.7015312062984412,0.8546,4
1,0.7072779076198514,0.8822,4
3,0.06465709090974481,0.604,5
2,0.7062416564737968,0.8772,5
1,0.7160191284255149,0.9248,5
3,0.06431356663791896,0.589,6
1,0.7200883711332219,0.9449,6
2,0.7124473416476579,0.9073,6
3,0.06431356663791896,0.589,7
1,0.7215975811786415,0.9524,7
2,0.7185539475044707,0.9373,7
3,0.058316993334043145,0.3358,8
1,0.7241017933799118,0.9649,8
2,0.7215975811786415,0.9524,8
3,0.06013276358326151,0.411,9
1,0.7250995652199471,0.9699,9
2,0.7236020677011238,0.9624,9
3,0.06001283671847233,0.406,10
2,0.7265920149936651,0.9774,10
1,0.7270883737046965,0.9799,10
1,0.06321380332758204,0.5414,1
2,0.062452512435229514,0.5088,1
3,0.06013276358326151,0.411,1
3,0.06007281525087346,0.4085,2
2,0.2492056515382697,0.7419,2
1,0.25180315206412973,0.7744,2
3,0.06448551537768676,0.5965,3
1,0.6957413911364712,0.8271,3
