attack,level,dt_level,mal_nodes,is_malicious,method,R2_m,R4_m,Rep_m,pi_m,KL_q_p_m,passed_gate_m,R2_s,R4_s,Rep_s,pi_s,KL_q_p_s,passed_gate_s,count
label_flip,L1,D0,3,0,weighted,0.731058578630005,0.6931092958263808,51.05060787940355,51.05060787940355,0.36684378044945853,0.6285714285714286,1.1102230246251565e-16,0.016282099038832615,17.040837932172963,17.040837932172963,0.023510343671981487,0.4831867007225075,70
label_flip,L1,D0,3,1,weighted,0.731058578630005,0.5806536473191073,6.240856297949583,6.240856297949583,0.5474092632532119,0.2,1.1102230246251565e-16,0.04745399693713618,3.597392064390247,3.597392064390247,0.09033303430511214,0.4000000000000001,30
