attack,level,dt_level,mal_nodes,method,clean_f1_m,polluted_f1_m,delta_f1_m,clean_acc_m,polluted_acc_m,w_mal_m,clean_f1_s,polluted_f1_s,delta_f1_s,clean_acc_s,polluted_acc_s,w_mal_s,count
label_flip,L1,D0,3,weighted,0.7560596059284661,0.630940333520907,0.12511927240755916,0.8005785822868348,0.6785597741603852,0.05104084020228502,0.012674093361849178,0.004379987661777358,0.008622369049041251,0.008406323330645754,0.0029294274577939565,0.015014168911681572,10
