attack,level,dt_level,mal_nodes,method,clean_f1_m,polluted_f1_m,delta_f1_m,clean_acc_m,polluted_acc_m,w_mal_m,clean_f1_s,polluted_f1_s,delta_f1_s,clean_acc_s,polluted_acc_s,w_mal_s,count
dt_logit_scale,,D0,5,weighted,0.7711995244781871,0.7763841914193913,-0.005184666941204119,0.8057297587394714,0.8075972914695739,0.10263177222808802,0.026965966799009256,0.022813067943965447,0.004911364333332212,0.012365513029781672,0.010963157897294193,0.048919564203871564,5
dt_logit_scale,,D0,5,weighted_r4only,0.7179883019706764,0.7197199425598286,-0.0017316405891521613,0.7807390809059143,0.7799580454826355,0.1340923033667053,0.020836230654479617,0.02305542802402303,0.008350030419170706,0.012563244233812776,0.014363945241235338,0.029753001969648352,5
label_flip,L1,D0,5,weighted,0.7368821292860254,0.5568461941765771,0.18003593510944843,0.7888577938079834,0.610440468788147,0.13016253149905416,0.022454743972314478,0.012898273621079889,0.010071875062149337,0.016169746277806932,0.009578844216583532,0.06465107648180081,5
label_flip,L1,D0,5,weighted_r4only,0.523743434634012,0.4505011545314332,0.07324228010257873,0.6038073837757111,0.5369377732276917,0.22793188136882997,0.1653095096112592,0.08076026822519855,0.09072787030976887,0.1740080455043629,0.06629211205811042,0.02134072281716584,5
stealth_amp,,D0,5,weighted,0.7637394221075601,0.7691132464741921,-0.0053738243666320296,0.8041993141174316,0.8068049311637878,3.4963547067387735e-10,0.004321473626446183,0.005417302279695333,0.004810253035338838,0.003199828407501533,0.0033253047661500573,8.762499585172511e-11,5
stealth_amp,,D0,5,weighted_r4only,0.7656402472917552,0.7696253933119476,-0.003985146020192265,0.8057670831680298,0.8072710394859314,4.583352018495433e-07,0.004681474563964942,0.00571413238252177,0.0036612932774654863,0.003758132722069171,0.003577077756978274,1.7631691572293112e-07,5
