attack,level,dt_level,mal_nodes,is_malicious,method,node_id,R2_m,R3_m,R4_m,Rep_m,pi_m,KL_q_p_m,passed_gate_m,R2_s,R3_s,R4_s,Rep_s,pi_s,KL_q_p_s,passed_gate_s,count
dt_logit_scale,,D0,5,0,weighted,5,0.731058578630005,1.0,0.7412823423229961,265.2034963222851,265.2034963222851,0.30213107764720915,0.6,1.1102230246251565e-16,0.0,0.05619928107757805,365.4094803077369,365.4094803077369,0.0735017214766106,0.48989794855663565,10
dt_logit_scale,,D0,5,0,weighted,6,0.731058578630005,1.0,0.7372208566181453,158.0394426291743,158.0394426291743,0.3062878668308258,0.5,1.1102230246251565e-16,0.0,0.039455516122940584,133.27863283935318,133.27863283935318,0.05318472293468277,0.5,10
dt_logit_scale,,D0,5,0,weighted,7,0.731058578630005,1.0,0.7253080091951609,130.04956638200647,130.04956638200647,0.3225304424762726,0.5,1.1102230246251565e-16,0.0,0.03865199269977215,134.73753576922186,134.73753576922186,0.051925764191442174,0.5,10
dt_logit_scale,,D0,5,0,weighted,8,0.731058578630005,1.0,0.743210304959083,312.58620711282674,312.58620711282674,0.2998836934566498,0.6,1.1102230246251565e-16,0.0,0.06005638185294096,461.29810453574544,461.29810453574544,0.07786718143723478,0.48989794855663565,10
dt_logit_scale,,D0,5,0,weighted,9,0.731058578630005,1.0,0.7373634238027037,191.06957848649404,191.06957848649404,0.30657408237457273,0.6,1.1102230246251565e-16,0.0,0.04621052851242122,221.71137439319796,221.71137439319796,0.06113321676091584,0.48989794855663565,10
dt_logit_scale,,D0,5,1,weighted,0,0.731058578630005,1.0,0.6187822965791442,16.718100877122094,16.718100877122094,0.48388009071350097,0.3,1.1102230246251565e-16,0.0,0.05430591080974016,15.178699140165204,15.178699140165204,0.08822637424636896,0.45825756949558394,10
dt_logit_scale,,D0,5,1,weighted,1,0.731058578630005,1.0,0.5972422449447347,45.891818378539725,45.891818378539725,0.5371055632829667,0.2,1.1102230246251565e-16,0.0,0.11798436905165274,80.05920367267949,80.05920367267949,0.2143915539006794,0.4000000000000001,10
dt_logit_scale,,D0,5,1,weighted,2,0.731058578630005,1.0,0.6295717073769996,22.444326617094845,22.444326617094845,0.46669985353946686,0.3,1.1102230246251565e-16,0.0,0.05640733960162502,21.28740172154848,21.28740172154848,0.08908999720971383,0.45825756949558394,10
dt_logit_scale,,D0,5,1,weighted,3,0.731058578630005,1.0,0.6198937045307465,82.1766941707347,82.1766941707347,0.4885853871703148,0.3,1.1102230246251565e-16,0.0,0.09345262901461904,155.03262811613178,155.03262811613178,0.14086457619401055,0.45825756949558405,10
dt_logit_scale,,D0,5,1,weighted,4,0.731058578630005,1.0,0.6069156975475034,16.428425265711397,16.428425265711397,0.5044522821903229,0.3,1.1102230246251565e-16,0.0,0.061091276924934365,21.482835844774215,21.482835844774215,0.1010608434702001,0.45825756949558394,10
label_flip,L1,D0,3,0,weighted,3,0.731058578630005,1.0,0.6947136459908388,49.71309128932777,49.71309128932777,0.364542281627655,0.5,1.1102230246251565e-16,0.0,0.016606419578484265,16.873027481378408,16.873027481378408,0.02397025212304644,0.5,10
label_flip,L1,D0,3,0,weighted,4,0.731058578630005,1.0,0.695177513503598,49.262917351304104,49.262917351304104,0.3637704372406006,0.5,1.1102230246251565e-16,0.0,0.013296611014105423,14.372406340629556,14.372406340629556,0.01908531661858896,0.5,10
label_flip,L1,D0,3,0,weighted,5,0.731058578630005,1.0,0.6923687242034583,48.39241970632966,48.39241970632966,0.36802553832530976,0.5,1.1102230246251565e-16,0.0,0.019299352630924527,19.62899890171711,19.62899890171711,0.027898501226765293,0.5,10
label_flip,L1,D0,3,0,weighted,6,0.731058578630005,1.0,0.6933002444805499,47.829906225421574,47.829906225421574,0.3665125846862793,0.5,1.1102230246251565e-16,0.0,0.014604162511724406,15.808757982474612,15.808757982474612,0.020965560596673472,0.5,10
label_flip,L1,D0,3,0,weighted,7,0.731058578630005,1.0,0.6885727205175795,42.81082524291972,42.81082524291972,0.3733110398054123,0.5,1.1102230246251565e-16,0.0,0.01292207617705426,11.402194995320796,11.402194995320796,0.018815110690055755,0.5,10
label_flip,L1,D0,3,0,weighted,8,0.731058578630005,1.0,0.6928795551826049,48.75445960959354,48.75445960959354,0.36728349030017854,0.5,1.1102230246251565e-16,0.0,0.01916311762878788,18.983919070216835,18.983919070216835,0.027763505676619223,0.5,10
label_flip,L1,D0,3,0,weighted,9,0.731058578630005,1.0,0.6947833896009541,49.619720751411606,49.619720751411606,0.364418226480484,0.5,1.1102230246251565e-16,0.0,0.015931255508180628,16.676109810462965,16.676109810462965,0.022942836067004396,0.5,10
label_flip,L1,D0,3,1,weighted,0,0.731058578630005,1.0,0.6031325298305614,7.673415677545231,7.673415677545231,0.5062502771615982,0.3,1.1102230246251565e-16,0.0,0.021271938621595828,3.1181379986657194,3.1181379986657194,0.03569471025517033,0.45825756949558394,10
label_flip,L1,D0,3,1,weighted,1,0.731058578630005,1.0,0.5551929185681385,4.54280603224616,4.54280603224616,0.5964718669652939,0.1,1.1102230246251565e-16,0.0,0.06672386800792196,3.607215602437975,3.607215602437975,0.1302774379252712,0.30000000000000004,10
label_flip,L1,D0,3,1,weighted,2,0.731058578630005,1.0,0.5836750221158054,5.32452335040613,5.32452335040613,0.5394387453794479,0.2,1.1102230246251565e-16,0.0,0.026257302867472014,2.5920693372051127,2.5920693372051127,0.045514936450068155,0.4000000000000001,10
label_flip,L1,D0,5,0,weighted,5,0.731058578630005,1.0,0.6718847806110635,33.9202538429914,33.9202538429914,0.39855319559574126,0.5,1.1102230246251565e-16,0.0,0.028047590619580426,16.139926669743986,16.139926669743986,0.04222676377834844,0.5,10
label_flip,L1,D0,5,0,weighted,6,0.731058578630005,1.0,0.6735650628261507,34.38154030552576,34.38154030552576,0.3959059715270996,0.5,1.1102230246251565e-16,0.0,0.025666310822474087,15.576203196729256,15.576203196729256,0.03846972278493874,0.5,10
label_flip,L1,D0,5,0,weighted,7,0.731058578630005,1.0,0.6722493436601232,33.3809509229298,33.3809509229298,0.39785257577896116,0.5,1.1102230246251565e-16,0.0,0.025455197389400157,14.976747571431522,14.976747571431522,0.03824926420170842,0.5,10
label_flip,L1,D0,5,0,weighted,8,0.731058578630005,1.0,0.674452679097001,35.112039078043324,35.112039078043324,0.39460439383983614,0.5,1.1102230246251565e-16,0.0,0.025971777108064822,15.896024845227995,15.896024845227995,0.03886438622215691,0.5,10
label_flip,L1,D0,5,0,weighted,9,0.731058578630005,1.0,0.6734937564731689,34.71972019356604,34.71972019356604,0.396085062623024,0.5,1.1102230246251565e-16,0.0,0.026899022182590063,16.227537476165175,16.227537476165175,0.04034827348972674,0.5,10
label_flip,L1,D0,5,1,weighted,0,0.731058578630005,1.0,0.5984928779543137,7.432691002835384,7.432691002835384,0.5143471926450729,0.3,1.1102230246251565e-16,0.0,0.02687824216401271,4.340246256423592,4.340246256423592,0.04484981996877664,0.45825756949558394,10
label_flip,L1,D0,5,1,weighted,1,0.731058578630005,1.0,0.523257519546277,3.519087284616662,3.519087284616662,0.6608529508113861,0.0,1.1102230246251565e-16,0.0,0.08302308047379925,3.346728048752281,3.346728048752281,0.16409304353724807,0.0,10
label_flip,L1,D0,5,1,weighted,2,0.731058578630005,1.0,0.5881143889495878,5.683081953516838,5.683081953516838,0.5315745174884796,0.2,1.1102230246251565e-16,0.0,0.022637842172698087,2.6818112281483173,2.6818112281483173,0.03848818336258632,0.4000000000000001,10
label_flip,L1,D0,5,1,weighted,3,0.731058578630005,1.0,0.5830870663129998,6.220367594219686,6.220367594219686,0.5418846338987351,0.2,1.1102230246251565e-16,0.0,0.04021020706956589,4.277124732064562,4.277124732064562,0.07089581811253291,0.4000000000000001,10
