attack_mode,attack,level,dt_level,mal_nodes,method,tau_gate,lambda_m,ref_size,audit_size,clean_f1_m,clean_f1_s,w_mal_m,w_mal_s,clean_acc_m,clean_acc_s,polluted_f1_m,polluted_f1_s,polluted_acc_m,polluted_acc_s,count
label_flip,label_flip,L1,D0,3,weighted,0.7,0.0,128,0,0.7561745343115949,0.012489982378239974,0.05058592067627823,0.011556682111984266,0.8006345748901367,0.008316875942231659,0.6308361890276319,0.004490646161545878,0.6784432530403137,0.003297082836822939,5
label_flip,label_flip,L1,D0,3,weighted_r4only,0.7,0.0,128,0,0.7362758451915334,0.020529007222686087,0.1164886892430371,0.016143665400990576,0.7895110130310059,0.013467982278909114,0.6163823591231713,0.008827728533695694,0.6723840594291687,0.004765533183267238,5
