attack_mode,attack,level,dt_level,mal_nodes,method,tau_gate,lambda_m,ref_size,audit_size,fallback_rate_m,fallback_rate_s,benign_pass_rate_m,benign_pass_rate_s,malicious_pass_rate_m,malicious_pass_rate_s,benign_admitted_weight_mass_m,benign_admitted_weight_mass_s,count
label_flip,label_flip,L1,D0,3,weighted,0.7,0.0,128,0,0.0,0.0,0.03428571428571428,0.05920102959207638,0.0,0.0,0.9252137607037498,0.013207439267290748,5
label_flip,label_flip,L1,D0,3,weighted_r4only,0.7,0.0,128,0,0.0,0.0,0.003809523809523809,0.007619047619047617,0.0,0.0,0.8640186718985866,0.014043195028765956,5
