attack_mode,attack,level,dt_level,mal_nodes,method,rep_config,tau_gate,lambda_m,ref_size,audit_size,polluted_acc_m,polluted_f1_m,clean_acc_m,clean_f1_m,delta_f1_m,w_mal_m,w_mal_round_mean_m,S_DT_m,S_DT_ratio_m,valid_ratio_m,num_masked_m,num_valid_m,fallback_rate_m,benign_pass_rate_m,malicious_pass_rate_m,benign_admitted_weight_mass_m,polluted_acc_s,polluted_f1_s,clean_acc_s,clean_f1_s,delta_f1_s,w_mal_s,w_mal_round_mean_s,S_DT_s,S_DT_ratio_s,valid_ratio_s,num_masked_s,num_valid_s,fallback_rate_s,benign_pass_rate_s,malicious_pass_rate_s,benign_admitted_weight_mass_s,count
label_flip,label_flip,L1,D0,3,weighted,"R2,R4",0.7,0.0,128,0,0.6784432530403137,0.6308361890276319,0.8006345748901367,0.7561745343115949,0.125338345283963,0.05058592067627823,0.07478623929625011,85.79078369140625,0.6702404975891113,0.671875,42.0,86.0,0.0,0.03428571428571428,0.0,0.9252137607037498,0.003297082836822939,0.004490646161545878,0.008316875942231659,0.012489982378239974,0.008511339707266833,0.011556682111984266,0.013207439267290788,6.032175779168643,0.04712637327475502,0.047134697278119864,6.0332412515993425,6.0332412515993425,0.0,0.05920102959207638,0.0,0.013207439267290748,5
label_flip,label_flip,L1,D0,3,weighted_r4only,R4,0.7,0.0,128,0,0.6723840594291687,0.6163823591231713,0.7895110130310059,0.7362758451915334,0.11989348606836212,0.1164886892430371,0.13598132810141336,85.79078369140625,0.6702404975891113,0.671875,42.0,86.0,0.0,0.003809523809523809,0.0,0.8640186718985866,0.004765533183267238,0.008827728533695694,0.013467982278909114,0.020529007222686087,0.012812879594614064,0.016143665400990576,0.014043195028765951,6.032175779168643,0.04712637327475502,0.047134697278119864,6.0332412515993425,6.0332412515993425,0.0,0.007619047619047617,0.0,0.014043195028765956,5
