attack_mode,attack,level,dt_level,mal_nodes,method,seed,round,tau_gate,lambda_m,ref_size,audit_size,S_DT,S_DT_ratio,num_masked,num_valid,valid_ratio,fallback_flag,fallback_method,skip_semantic,W_mal,benign_pass_rate,malicious_pass_rate,benign_admitted_weight_mass,uses_dt,method_detail,exp_group,w_mal,rep_config
label_flip,label_flip,L1,D0,3,weighted,0,1,0.7,0.0,128,0,91.7368392944336,0.7166940569877625,36,92,0.71875,0,none,0,0.16826462903028533,0.0,0.0,0.8317353709697147,False,weighted,base,0.16826462903028533,"R2,R4"
label_flip,label_flip,L1,D0,3,weighted,0,2,0.7,0.0,128,0,91.7368392944336,0.7166940569877625,36,92,0.71875,0,none,0,0.12889643775836737,0.0,0.0,0.8711035622416327,False,weighted,base,0.12889643775836737,"R2,R4"
label_flip,label_flip,L1,D0,3,weighted,0,3,0.7,0.0,128,0,91.7368392944336,0.7166940569877625,36,92,0.71875,0,none,0,0.09468215372238907,0.0,0.0,0.9053178462776109,False,weighted,base,0.09468215372238907,"R2,R4"
label_flip,label_flip,L1,D0,3,weighted,0,4,0.7,0.0,128,0,91.7368392944336,0.7166940569877625,36,92,0.71875,0,none,0,0.09435767189685651,0.0,0.0,0.9056423281031434,False,weighted,base,0.09435767189685651,"R2,R4"
label_flip,label_flip,L1,D0,3,weighted,0,5,0.7,0.0,128,0,91.7368392944336,0.7166940569877625,36,92,0.71875,0,none,0,0.08404393084541363,0.0,0.0,0.9159560691545863,False,weighted,base,0.08404393084541363,"R2,R4"
label_flip,label_flip,L1,D0,3,weighted,0,6,0.7,0.0,128,0,91.7368392944336,0.7166940569877625,36,92,0.71875,0,none,0,0.07779366829135301,0.0,0.0,0.9222063317086471,False,weighted,base,0.07779366829135301,"R2,R4"
label_flip,label_flip,L1,D0,3,weighted,0,7,0.7,0.0,128,0,91.7368392944336,0.7166940569877625,36,92,0.71875,0,none,0,0.07106427255439031,0.0,0.0,0.9289357274456097,False,weighted,base,0.07106427255439031,"R2,R4"
label_flip,label_flip,L1,D0,3,weighted,0,8,0.7,0.0,128,0,91.7368392944336,0.7166940569877625,36,92,0.71875,0,none,0,0.06340799686642187,0.0,0.0,0.9365920031335782,False,weighted,base,0.06340799686642187,"R2,R4"
label_flip,label_flip,L1,D0,3,weighted,0,9,0.7,0.0,128,0,91.7368392944336,0.7166940569877625,36,92,0.71875,0,none,0,0.063727162321997,0.0,0.0,0.936272837678003,False,weighted,base,0.063727162321997,"R2,R4"
label_flip,label_flip,L1,D0,3,weighted,0,10,0.7,0.0,128,0,91.7368392944336,0.7166940569877625,36,92,0.71875,0,none,0,0.05794035769751451,0.0,0.0,0.9420596423024854,False,weighted,base,0.05794035769751451,"R2,R4"
label_flip,label_flip,L1,D0,3,weighted,0,11,0.7,0.0,128,0,91.7368392944336,0.7166940569877625,36,92,0.71875,0,none,0,0.02234892597051372,0.0,0.0,0.9776510740294864,False,weighted,base,0.02234892597051372,"R2,R4"
label_flip,label_flip,L1,D0,3,weighted,0,12,0.7,0.0,128,0,91.7368392944336,0.7166940569877625,36,92,0.71875,0,none,0,0.049943630026066804,0.0,0.0,0.9500563699739332,False,weighted,base,0.049943630026066804,"R2,R4"
label_flip,label_flip,L1,D0,3,weighted,0,13,0.7,0.0,128,0,91.7368392944336,0.7166940569877625,36,92,0.71875,0,none,0,0.04766300263200442,0.0,0.0,0.9523369973679956,False,weighted,base,0.04766300263200442,"R2,R4"
label_flip,label_flip,L1,D0,3,weighted,0,14,0.7,0.0,128,0,91.7368392944336,0.7166940569877625,36,92,0.71875,0,none,0,0.0438944401735909,0.0,0.0,0.9561055598264091,False,weighted,base,0.0438944401735909,"R2,R4"
label_flip,label_flip,L1,D0,3,weighted,0,15,0.7,0.0,128,0,91.7368392944336,0.7166940569877625,36,92,0.71875,0,none,0,0.041695463298330654,0.0,0.0,0.9583045367016693,False,weighted,base,0.041695463298330654,"R2,R4"
label_flip,label_flip,L1,D0,3,weighted,1,1,0.7,0.0,128,0,91.88980102539062,0.7178890705108643,36,92,0.71875,0,none,0,0.04682725876274225,0.0,0.0,0.9531727412372577,False,weighted,base,0.04682725876274225,"R2,R4"
label_flip,label_flip,L1,D0,3,weighted,1,2,0.7,0.0,128,0,91.88980102539062,0.7178890705108643,36,92,0.71875,0,none,0,0.06512239809084638,0.0,0.0,0.9348776019091537,False,weighted,base,0.06512239809084638,"R2,R4"
label_flip,label_flip,L1,D0,3,weighted,1,3,0.7,0.0,128,0,91.88980102539062,0.7178890705108643,36,92,0.71875,0,none,0,0.08153585372568828,0.0,0.0,0.9184641462743117,False,weighted,base,0.08153585372568828,"R2,R4"
