attack_mode,attack,level,dt_level,mal_nodes,method,seed,tau_gate,lambda_m,ref_size,audit_size,skipped,skip_reason,polluted_acc,polluted_f1,clean_acc,clean_f1,w_mal,w_mal_round_mean,S_DT,S_DT_ratio,valid_ratio,fallback_rate,fallback_flag_first,fallback_flag_final,fallback_method,skip_semantic,num_masked,num_valid,benign_pass_rate,malicious_pass_rate,benign_admitted_weight_mass,uses_dt,method_detail,mimic_loss,poison_loss,final_kl_to_teacher,exp_group
label_flip,label_flip,L1,D0,3,median,1,0.7,0.0,128,0,False,,0.6790958046913147,0.6260601946996238,0.7909667491912842,0.7400131185718299,0.3,0.29999999999999993,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,3,median,2,0.7,0.0,128,0,False,,0.6746678948402405,0.6318755441754216,0.8030981421470642,0.7627319167707215,0.3,0.29999999999999993,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,3,median,3,0.7,0.0,128,0,False,,0.6818923354148865,0.6372038530418146,0.7979656457901001,0.7537453174074118,0.3,0.29999999999999993,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,3,median,4,0.7,0.0,128,0,False,,0.6781635880470276,0.6310058360999056,0.8020716905593872,0.7607598806383686,0.3,0.29999999999999993,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,3,trimmed_mean,0,0.7,0.0,128,0,False,,0.6644138693809509,0.6002618756189698,0.7924598455429077,0.7366246907053953,0.3,0.29999999999999993,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,3,trimmed_mean,1,0.7,0.0,128,0,False,,0.6597529649734497,0.5838074424992572,0.7531728148460388,0.671753101453876,0.3,0.29999999999999993,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,3,trimmed_mean,2,0.7,0.0,128,0,False,,0.660452127456665,0.6028650058990885,0.7806084156036377,0.7235316417206459,0.3,0.29999999999999993,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,3,trimmed_mean,3,0.7,0.0,128,0,False,,0.6541598439216614,0.5731870730421231,0.7575587630271912,0.6753673597278418,0.3,0.29999999999999993,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,3,trimmed_mean,4,0.7,0.0,128,0,False,,0.6672104597091675,0.6012698358157529,0.7841545343399048,0.7232517339645649,0.3,0.29999999999999993,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,3,weighted,0,0.7,0.0,128,0,False,,0.6835236549377441,0.6383193953689588,0.8126166462898254,0.7724114997630154,0.041695463298330654,0.07398158287236635,91.7368392944336,0.7166940569877625,0.71875,0.0,0.0,0.0,none,0,36.0,92.0,0.0,0.0,0.9260184171276336,False,weighted,nan,nan,nan,base
