attack,dt_level,mal_nodes,method,tau_gate,clean_f1_m,clean_f1_s,polluted_f1_m,polluted_f1_s,delta_f1_m,delta_f1_s,benign_pass_rate_m,benign_pass_rate_s,malicious_pass_rate_m,malicious_pass_rate_s,w_mal_m,w_mal_s,count
label_flip,D0,3,weighted,0.6,0.7559446775453373,0.012854540373521588,0.6310444780141821,0.004263917064798279,0.12490019953115525,0.008726488788331793,0.44571428571428573,0.07816489344260262,0.04444444444444442,0.03718489006818113,0.051495759728291804,0.017801116010780587,5
label_flip,D0,3,weighted,0.7,0.7561745343115949,0.012489982378239974,0.6308361890276319,0.004490646161545878,0.125338345283963,0.008511339707266826,0.03428571428571426,0.05920102959207637,0.0,0.0,0.050585920676278186,0.01155668211198426,5
